word,pol
censuravam,0
censurávamo,0
censurávamos,0
censuravas,0
censurávei,0
censuráveis,0
censure,0
censurei,0
censureis,0
censurem,0
censuremo,0
censuremos,0
censures,0
censuro,0
censurou,0
centralizador,0
centralizadora,0
centralizadoras,0
centralizadores,0
cepa,-1
cepas,-1
cepo,-1
cepos,-1
céptica,0
cépticas,0
céptico,0
cépticos,0
cercada,-1
cercadas,-1
cercado,-1
cercados,-1
cerebrais,0
cerebral,0
cerebrina,0
cerebrinas,0
cerebrino,0
cerebrinos,0
cerimoniais,0
cerimonial,0
cerimoniosa,0
cerimoniosas,0
cerimonioso,0
cerimoniosos,0
cerrada,0
cerradas,0
cerrado,0
cerrados,0
certa nas contas,1
certa,1
certas nas contas,1
certas,1
certeira,1
certeiras,1
certeiro,1
certeiros,1
certificada,1
certificadas,1
certificado,1
certificados,1
certíssima,1
certíssimas,1
certíssimo,1
certíssimos,1
certo nas contas,1
certo,1
certos nas contas,1
certos,1
cética,0
céticas,0
cético,0
céticos,0
chalaceira,-1
chalaceiras,-1
chalaceiro,-1
chalaceiros,-1
chalada,-1
chaladas,-1
chalado,-1
chalados,-1
chama nomes a,0
chama os bois pelos nomes,1
chamada,0
chamadas,0
chamado nomes a,0
chamado os bois pelos nomes,1
chamado,0
chamados,0
chamai nomes a,0
chamai os bois pelos nomes,1
chamais nomes a,0
chamais os bois pelos nomes,1
chamam nomes a,0
chamam os bois pelos nomes,1
chamámos nomes a,0
chamamos nomes a,0
chamámos os bois pelos nomes,1
chamamos os bois pelos nomes,1
chamando nomes a,0
chamando os bois pelos nomes,1
chamar nomes a,0
chamar os bois pelos nomes,1
chamará nomes a,0
chamara nomes a,0
chamará os bois pelos nomes,1
chamara os bois pelos nomes,1
chamaram nomes a,0
chamaram os bois pelos nomes,1
chamáramos nomes a,0
chamáramos os bois pelos nomes,1
chamarão nomes a,0
chamarão os bois pelos nomes,1
chamarás nomes a,0
chamaras nomes a,0
chamarás os bois pelos nomes,1
chamaras os bois pelos nomes,1
chamardes nomes a,0
chamardes os bois pelos nomes,1
chamarei nomes a,0
chamarei os bois pelos nomes,1
chamareis nomes a,0
chamáreis nomes a,0
chamareis os bois pelos nomes,1
chamáreis os bois pelos nomes,1
chamarem nomes a,0
chamarem os bois pelos nomes,1
chamaremos nomes a,0
chamaremos os bois pelos nomes,1
chamares nomes a,0
chamares os bois pelos nomes,1
chamaria nomes a,0
chamaria os bois pelos nomes,1
chamariam nomes a,0
chamariam os bois pelos nomes,1
chamaríamos nomes a,0
chamaríamos os bois pelos nomes,1
chamarias nomes a,0
chamarias os bois pelos nomes,1
chamaríeis nomes a,0
chamaríeis os bois pelos nomes,1
chamarmos nomes a,0
chamarmos os bois pelos nomes,1
chamas nomes a,0
chamas os bois pelos nomes,1
chamasse nomes a,0
chamasse os bois pelos nomes,1
chamásseis nomes a,0
chamásseis os bois pelos nomes,1
chamassem nomes a,0
chamassem os bois pelos nomes,1
chamássemos nomes a,0
chamássemos os bois pelos nomes,1
chamasses nomes a,0
chamasses os bois pelos nomes,1
chamaste nomes a,0
chamaste os bois pelos nomes,1
chamastes nomes a,0
chamastes os bois pelos nomes,1
chamativa,1
chamativas,1
chamativo,1
chamativos,1
chamava nomes a,0
chamava os bois pelos nomes,1
chamavam nomes a,0
chamavam os bois pelos nomes,1
chamávamos nomes a,0
chamávamos os bois pelos nomes,1
chamavas nomes a,0
chamavas os bois pelos nomes,1
chamáveis nomes a,0
chamáveis os bois pelos nomes,1
chame nomes a,0
chame os bois pelos nomes,1
chamei nomes a,0
chamei os bois pelos nomes,1
chameis nomes a,0
chameis os bois pelos nomes,1
chamem nomes a,0
chamem os bois pelos nomes,1
chamemos nomes a,0
chamemos os bois pelos nomes,1
chames nomes a,0
chames os bois pelos nomes,1
chamou nomes a,0
chamou os bois pelos nomes,1
chamuscada,-1
chamuscadas,-1
chamuscado,-1
chamuscados,-1
chanfrada,-1
chanfradas,-1
chanfrado,-1
chanfrados,-1
chantagista,-1
chantagistas,-1
charlatanice,-1
charlatão,-1
charlatões,-1
charlatona,-1
charlatonas,-1
charme,1
charmosa,1
charmosas,1
charmoso,1
charmosos,1
chata,-1
chatas,-1
chateá,0
chateada,-1
chateadas,-1
chateado,-1
chateados,-1
chateai,0
chateais,0
chateámo,0
chateamo,0
chateámos,0
chateamos,0
chateando,0
chatear,0
chateará,0
chateara,0
chatearam,0
chateáramo,0
chateáramos,0
chatearão,0
chatearás,0
chatearas,0
chatearde,0
chateardes,0
chateare,0
chatearei,0
chateárei,0
chateareis,0
chateáreis,0
chatearem,0
chatearemos,0
chateares,0
chatearia,0
chateariam,0
chatearíamos,0
chatearias,0
chatearíeis,0
chatearmo,0
chatearmos,0
chateasse,0
chateásseis,0
chateassem,0
chateássemos,0
chateasses,0
chateaste,0
chateastes,0
chateava,0
chateavam,0
chateávamo,0
chateávamos,0
chateavas,0
chateávei,0
chateáveis,0
chateei,0
chateeis,0
chateemo,0
chateemos,0
chateia,0
chateiam,0
chateias,0
chateie,0
chateiem,0
chateies,0
chateio,0
chateou,0
chatice,-1
chato,-1
chatos,-1
chauvinismo,-1
chauvinista,-1
chauvinistas,-1
chavão,-1
cheia de nove horas,-1
cheias de nove horas,-1
cheio de nove horas,-1
cheios de nove horas,-1
cheira a mofo,-1
cheirá a mofo,-1
cheirado a mofo,-1
cheirai a mofo,-1
cheirais a mofo,-1
cheiram a mofo,-1
cheirámos a mofo,-1
cheiramos a mofo,-1
cheirando a mofo,-1
cheirar a mofo,-1
cheirará a mofo,-1
cheirara a mofo,-1
cheiraram a mofo,-1
cheiráramos a mofo,-1
cheirarão a mofo,-1
cheirarás a mofo,-1
cheiraras a mofo,-1
cheirardes a mofo,-1
cheirarei a mofo,-1
cheirareis a mofo,-1
cheiráreis a mofo,-1
cheirarem a mofo,-1
cheiraremos a mofo,-1
cheirares a mofo,-1
cheiraria a mofo,-1
cheirariam a mofo,-1
cheiraríamos a mofo,-1
cheirarias a mofo,-1
cheiraríeis a mofo,-1
cheirarmos a mofo,-1
cheiras a mofo,-1
cheirasse a mofo,-1
cheirásseis a mofo,-1
cheirassem a mofo,-1
cheirássemos a mofo,-1
cheirasses a mofo,-1
cheiraste a mofo,-1
cheirastes a mofo,-1
cheirava a mofo,-1
cheiravam a mofo,-1
cheirávamos a mofo,-1
cheiravas a mofo,-1
cheiráveis a mofo,-1
cheire a mofo,-1
cheirei a mofo,-1
cheireis a mofo,-1
cheirem a mofo,-1
cheiremos a mofo,-1
cheires a mofo,-1
cheiro a mofo,-1
cheirosa,1
cheirosas,1
cheiroso,1
cheirosos,1
cheirou a mofo,-1
chibante,-1
chibantes,-1
chica esperta,-1
chicaneira,-1
chicaneiras,-1
chicaneiro,-1
chicaneiros,-1
chicas espertas,-1
chico esperto,-1
chicos espertos,-1
chicoteador,-1
chicoteadora,-1
chicoteadoras,-1
chicoteadores,-1
chifruda,-1
chifrudas,-1
chifrudo,-1
chifrudos,-1
chinesada,-1
chinesadas,-1
chinesice,-1
chinesices,-1
chinfrim,-1
chinfrineira,-1
chinfrineiras,-1
chinfrineiro,-1
chinfrineiros,-1
chinfrins,-1
chique,1
chiques,1
chistosa,0
chistosas,0
chistoso,0
chistosos,0
choca,-1
chocá,-1
chocado,-1
chocai,-1
chocais,-1
chocalheira,-1
chocalheiras,-1
chocalheiro,-1
chocalheiros,-1
chocam,-1
chocámo,-1
chocamo,-1
chocámos,-1
chocamos,-1
chocando,-1
chocar,-1
chocará,-1
chocara,-1
chocaram,-1
chocáramo,-1
chocáramos,-1
chocarão,-1
chocarás,-1
chocaras,-1
chocarde,-1
chocardes,-1
chocare,-1
chocarei,-1
chocárei,-1
chocareis,-1
chocáreis,-1
chocarem,-1
chocaremos,-1
chocares,-1
chocaria,-1
chocariam,-1
chocaríamos,-1
chocarias,-1
chocaríeis,-1
chocarmo,-1
chocarmos,-1
chocarreira,-1
chocarreiras,-1
chocarreiro,-1
chocarreiros,-1
chocas,-1
chocasse,-1
chocásseis,-1
chocassem,-1
chocássemos,-1
chocasses,-1
chocaste,-1
chocastes,-1
chocava,-1
chocavam,-1
chocávamo,-1
chocávamos,-1
chocavas,-1
chocávei,-1
chocáveis,-1
chocha,-1
chochas,-1
chochice,-1
chochices,-1
chocho,-1
chochos,-1
choco,-1
chocos,-1
chocou,-1
choné,-1
chonés,-1
choque,-1
choquei,-1
choqueis,-1
choquem,-1
choquemo,-1
choquemos,-1
choques,-1
chora sobre o leite derramado,-1
chora,-1
chorá,-1
chorado sobre o leite derramado,-1
chorado,-1
chorai sobre o leite derramado,-1
chorai,-1
chorais sobre o leite derramado,-1
chorais,-1
choram sobre o leite derramado,-1
choram,-1
choraminga,-1
choramingá,-1
choramingado,-1
choramingai,-1
choramingais,-1
choramingam,-1
choramingámo,-1
choramingamo,-1
choramingámos,-1
choramingamos,-1
choramingando,-1
choramingão,-1
choramingar,-1
choramingará,-1
choramingara,-1
choramingaram,-1
choramingáramo,-1
choramingáramos,-1
choramingarão,-1
choramingarás,-1
choramingaras,-1
choramingarde,-1
choramingardes,-1
choramingare,-1
choramingarei,-1
choramingárei,-1
choramingareis,-1
choramingáreis,-1
choramingarem,-1
choramingaremos,-1
choramingares,-1
choramingaria,-1
choramingariam,-1
choramingaríamos,-1
choramingarias,-1
choramingaríeis,-1
choramingarmo,-1
choramingarmos,-1
choramingas,-1
choramingasse,-1
choramingásseis,-1
choramingassem,-1
choramingássemos,-1
choramingasses,-1
choramingaste,-1
choramingastes,-1
choramingava,-1
choramingavam,-1
choramingávamo,-1
choramingávamos,-1
choramingavas,-1
choramingávei,-1
choramingáveis,-1
choramingo,-1
choramingões,-1
choramingona,-1
choramingonas,-1
choramingou,-1
choramingue,-1
choraminguei,-1
choramingueis,-1
choraminguem,-1
choraminguemo,-1
choraminguemos,-1
choramingues,-1
chorámo,-1
choramo,-1
chorámos sobre o leite derramado,-1
choramos sobre o leite derramado,-1
chorámos,-1
choramos,-1
chorando sobre o leite derramado,-1
chorando,-1
chorão,-1
chorar sobre o leite derramado,-1
chorar,-1
chorará sobre o leite derramado,-1
chorara sobre o leite derramado,-1
chorará,-1
chorara,-1
choraram sobre o leite derramado,-1
choraram,-1
choráramo,-1
choráramos sobre o leite derramado,-1
choráramos,-1
chorarão sobre o leite derramado,-1
chorarão,-1
chorarás sobre o leite derramado,-1
choraras sobre o leite derramado,-1
chorarás,-1
choraras,-1
chorarde,-1
chorardes sobre o leite derramado,-1
chorardes,-1
chorare,-1
chorarei sobre o leite derramado,-1
chorarei,-1
chorárei,-1
chorareis sobre o leite derramado,-1
choráreis sobre o leite derramado,-1
chorareis,-1
choráreis,-1
chorarem sobre o leite derramado,-1
chorarem,-1
choraremos sobre o leite derramado,-1
choraremos,-1
chorares sobre o leite derramado,-1
chorares,-1
choraria sobre o leite derramado,-1
choraria,-1
chorariam sobre o leite derramado,-1
chorariam,-1
choraríamos sobre o leite derramado,-1
choraríamos,-1
chorarias sobre o leite derramado,-1
chorarias,-1
choraríeis sobre o leite derramado,-1
choraríeis,-1
chorarmo,-1
chorarmos sobre o leite derramado,-1
chorarmos,-1
choras sobre o leite derramado,-1
choras,-1
chorasse sobre o leite derramado,-1
chorasse,-1
chorásseis sobre o leite derramado,-1
chorásseis,-1
chorassem sobre o leite derramado,-1
chorassem,-1
chorássemos sobre o leite derramado,-1
chorássemos,-1
chorasses sobre o leite derramado,-1
chorasses,-1
choraste sobre o leite derramado,-1
choraste,-1
chorastes sobre o leite derramado,-1
chorastes,-1
chorava sobre o leite derramado,-1
chorava,-1
choravam sobre o leite derramado,-1
choravam,-1
chorávamo,-1
chorávamos sobre o leite derramado,-1
chorávamos,-1
choravas sobre o leite derramado,-1
choravas,-1
chorávei,-1
choráveis sobre o leite derramado,-1
choráveis,-1
chore sobre o leite derramado,-1
chore,-1
chorei sobre o leite derramado,-1
chorei,-1
choreis sobre o leite derramado,-1
choreis,-1
chorem sobre o leite derramado,-1
chorem,-1
choremo,-1
choremos sobre o leite derramado,-1
choremos,-1
chores sobre o leite derramado,-1
chores,-1
choro sobre o leite derramado,-1
choro,-1
chorões,-1
chorona,-1
choronas,-1
chorosa,-1
chorosas,-1
choroso,-1
chorosos,-1
chorou sobre o leite derramado,-1
chorou,-1
chula,-1
chulas,-1
chulo,-1
chulos,-1
chumba,-1
chumbá,-1
chumbada,-1
chumbadas,-1
chumbado,-1
chumbados,-1
chumbai,-1
chumbais,-1
chumbam,-1
chumbámo,-1
chumbamo,-1
chumbámos,-1
chumbamos,-1
chumbando,-1
chumbar,-1
chumbará,-1
chumbara,-1
chumbaram,-1
chumbáramo,-1
chumbáramos,-1
chumbarão,-1
chumbarás,-1
chumbaras,-1
chumbarde,-1
chumbardes,-1
chumbare,-1
chumbarei,-1
chumbárei,-1
chumbareis,-1
chumbáreis,-1
chumbarem,-1
chumbaremos,-1
chumbares,-1
chumbaria,-1
chumbariam,-1
chumbaríamos,-1
chumbarias,-1
chumbaríeis,-1
chumbarmo,-1
chumbarmos,-1
chumbas,-1
chumbasse,-1
chumbásseis,-1
chumbassem,-1
chumbássemos,-1
chumbasses,-1
chumbaste,-1
chumbastes,-1
chumbava,-1
chumbavam,-1
chumbávamo,-1
chumbávamos,-1
chumbavas,-1
chumbávei,-1
chumbáveis,-1
chumbe,-1
chumbei,-1
chumbeis,-1
chumbem,-1
chumbemo,-1
chumbemos,-1
chumbes,-1
chumbo,-1
chumbou,-1
chunga,-1
chungas,-1
chupada,-1
chupadas,-1
chupado,-1
chupador,-1
chupadora,-1
chupadoras,-1
chupadores,-1
chupados,-1
chupismo,-1
chupista,-1
chupistas,-1
ciceroniana,0
ciceronianas,0
ciceroniano,0
ciceronianos,0
ciente,1
cientes,1
cigana,-1
ciganas,-1
cigano,-1
ciganos,-1
cilindrada,-1
cilindradas,-1
cilindrado,-1
cilindrados,-1
cilíndrica,-1
cilíndricas,-1
cilíndrico,-1
cilíndricos,-1
cinéfila,0
cinéfilas,0
cinéfilo,0
cinéfilos,0
cínica,-1
cínicas,-1
cínico,-1
cínicos,-1
cinza,0
cinzas,0
cinzenta,0
cinzentas,0
cinzento,0
cinzentos,0
ciosa,-1
ciosas,-1
cioso,-1
ciosos,-1
circuncidada,0
circuncidadas,0
circuncidado,0
circuncidados,0
circuncisa,0
circuncisas,0
circunciso,0
circuncisos,0
circunspecta,1
circunspectas,1
circunspecto,1
circunspectos,1
circunstanciais,0
circunstancial,0
circunstante,0
circunstantes,0
cisma,-1
cismada,-1
cismadas,-1
cismado,-1
cismados,-1
cismas,-1
cismática,-1
cismáticas,-1
cismático,-1
cismáticos,-1
cisterciense,0
cistercienses,0
citadina,0
citadinas,0
citadino,0
citadinos,0
ciúme,-1
ciumenta,-1
ciumentas,-1
ciumento,-1
ciumentos,-1
ciúmes,-1
cívica,1
cívicas,1
cívico,1
cívicos,1
civilista,0
civilistas,0
civilizada,1
civilizadas,1
civilizado,1
civilizados,1
clamorosa,-1
clamorosas,-1
clamoroso,-1
clamorosos,-1
clandestina,-1
clandestinas,-1
clandestino,-1
clandestinos,-1
clarificada,0
clarificadas,0
clarificado,0
clarificador,1
clarificadora,1
clarificadoras,1
clarificadores,1
clarificados,0
clarista,0
claristas,0
clarividência,1
clarividente,1
clarividentes,1
claudicante,-1
claudicantes,-1
claustrofobia,-1
clemência,1
clemente,1
clementes,1
cleptómana,-1
cleptómanas,-1
cleptomania,-1
cleptomaníaca,-1
cleptomaníacas,-1
cleptomaníaco,-1
cleptomaníacos,-1
cleptómano,-1
cleptómanos,-1
coage,-1
coagem,-1
coages,-1
coagi,-1
coagia,-1
coagiam,-1
coagíamo,-1
coagíamos,-1
coagias,-1
coagida,-1
coagidas,-1
coagido,-1
coagidos,-1
coagíei,-1
coagíeis,-1
coagimo,-1
coagimos,-1
coagindo,-1
coagir,-1
coagirá,-1
coagira,-1
coagiram,-1
coagíramo,-1
coagíramos,-1
coagirão,-1
coagirás,-1
coagiras,-1
coagirde,-1
coagirdes,-1
coagire,-1
coagirei,-1
coagírei,-1
coagireis,-1
coagíreis,-1
coagirem,-1
coagiremos,-1
coagires,-1
coagiria,-1
coagiriam,-1
coagiríamos,-1
coagirias,-1
coagiríeis,-1
coagirmo,-1
coagirmos,-1
coagis,-1
coagisse,-1
coagísseis,-1
coagissem,-1
coagíssemos,-1
coagisses,-1
coagiste,-1
coagistes,-1
coagiu,-1
coaja,-1
coajais,-1
coajam,-1
coajamo,-1
coajamos,-1
coajas,-1
coajo,-1
coartada,-1
coartadas,-1
coartado,-1
coartados,-1
cobarde,-1
cobardes,-1
cobardia,-1
cobardola,-1
cobardolas,-1
cobiça,-1
cobiçada,0
cobiçadas,0
cobiçado,0
cobiçados,0
cobiçosa,-1
cobiçosas,-1
cobiçoso,-1
cobiçosos,-1
cocainómana,-1
cocainómanas,-1
cocainomania,-1
cocainómano,-1
cocainómanos,-1
codificada,0
codificadas,0
codificado,0
codificados,0
coerciva,-1
coercivas,-1
coercivo,-1
coercivos,-1
coerência,1
coerente,1
coerentes,1
coesa,1
coesas,1
coeso,1
coesos,1
cogitabunda,-1
cogitabundas,-1
cogitabundo,-1
cogitabundos,-1
cogitação,-1
cogitativa,-1
cogitativas,-1
cogitativo,-1
cogitativos,-1
cognominada,0
cognominadas,0
cognominado,0
cognominados,0
coia,-1
coias,-1
coio,-1
coios,-1
coitada,-1
coitadas,-1
coitado,-1
coitados,-1
colaboracionista,-1
colaboracionistas,-1
colapso,-1
colapsos,-1
cólera,-1
colérica,-1
coléricas,-1
colérico,-1
coléricos,-1
coloca o dedo na ferida,1
colocada,0
colocadas,0
colocado o dedo na ferida,1
colocado,0
colocados,0
colocai o dedo na ferida,1
colocais o dedo na ferida,1
colocam o dedo na ferida,1
colocámos o dedo na ferida,1
colocamos o dedo na ferida,1
colocando o dedo na ferida,1
colocar o dedo na ferida,1
colocará o dedo na ferida,1
colocara o dedo na ferida,1
colocaram o dedo na ferida,1
colocáramos o dedo na ferida,1
colocarão o dedo na ferida,1
colocarás o dedo na ferida,1
colocaras o dedo na ferida,1
colocardes o dedo na ferida,1
colocarei o dedo na ferida,1
colocareis o dedo na ferida,1
colocáreis o dedo na ferida,1
colocarem o dedo na ferida,1
colocaremos o dedo na ferida,1
colocares o dedo na ferida,1
colocaria o dedo na ferida,1
colocariam o dedo na ferida,1
colocaríamos o dedo na ferida,1
colocarias o dedo na ferida,1
colocaríeis o dedo na ferida,1
colocarmos o dedo na ferida,1
colocas o dedo na ferida,1
colocasse o dedo na ferida,1
colocásseis o dedo na ferida,1
colocassem o dedo na ferida,1
colocássemos o dedo na ferida,1
colocasses o dedo na ferida,1
colocaste o dedo na ferida,1
colocastes o dedo na ferida,1
colocava o dedo na ferida,1
colocavam o dedo na ferida,1
colocávamos o dedo na ferida,1
colocavas o dedo na ferida,1
colocáveis o dedo na ferida,1
coloco o dedo na ferida,1
colocou o dedo na ferida,1
colonialista,0
colonialistas,0
coloque o dedo na ferida,1
coloquei o dedo na ferida,1
coloqueis o dedo na ferida,1
coloquem o dedo na ferida,1
coloquemos o dedo na ferida,1
coloques o dedo na ferida,1
coloquiais,0
coloquial,0
colossais,0
colossal,0
coma gato por lebre,-1
coma o pão que o diabo amassou,-1
comais gato por lebre,-1
comais o pão que o diabo amassou,-1
comam gato por lebre,-1
comam o pão que o diabo amassou,-1
comamos gato por lebre,-1
comamos o pão que o diabo amassou,-1
comandita,-1
comas gato por lebre,-1
comas o pão que o diabo amassou,-1
combalida,-1
combalidas,-1
combalido,-1
combalidos,-1
combalimento,-1
combata o desemprego,1
combatais o desemprego,1
combatam o desemprego,1
combatamos o desemprego,1
combatas o desemprego,1
combate o desemprego,1
combatei o desemprego,1
combateis o desemprego,1
combatem o desemprego,1
combatemos o desemprego,1
combatendo o desemprego,1
combatente,0
combatentes,0
combater o desemprego,1
combaterá o desemprego,1
combatera o desemprego,1
combateram o desemprego,1
combatêramos o desemprego,1
combaterão o desemprego,1
combaterás o desemprego,1
combateras o desemprego,1
combaterdes o desemprego,1
combaterei o desemprego,1
combatereis o desemprego,1
combatêreis o desemprego,1
combaterem o desemprego,1
combateremos o desemprego,1
combateres o desemprego,1
combateria o desemprego,1
combateriam o desemprego,1
combateríamos o desemprego,1
combaterias o desemprego,1
combateríeis o desemprego,1
combatermos o desemprego,1
combates o desemprego,1
combatesse o desemprego,1
combatêsseis o desemprego,1
combatessem o desemprego,1
combatêssemos o desemprego,1
combatesses o desemprego,1
combateste o desemprego,1
combatestes o desemprego,1
combateu o desemprego,1
combati o desemprego,1
combatia o desemprego,1
combatiam o desemprego,1
combatíamos o desemprego,1
combatias o desemprego,1
combatido o desemprego,1
combatíeis o desemprego,1
combativa,0
combativas,0
combativo,0
combativos,0
combato o desemprego,1
come gato por lebre,-1
come o pão que o diabo amassou,-1
comédia,-1
comedida,1
comedidas,1
comedido,1
comedidos,1
comedor,-1
comedora,-1
comedoras,-1
comedores,-1
comei gato por lebre,-1
comei o pão que o diabo amassou,-1
comeis gato por lebre,-1
comeis o pão que o diabo amassou,-1
comem gato por lebre,-1
comem o pão que o diabo amassou,-1
comemos gato por lebre,-1
comemos o pão que o diabo amassou,-1
comendo gato por lebre,-1
comendo o pão que o diabo amassou,-1
comer gato por lebre,-1
comer o pão que o diabo amassou,-1
comerá gato por lebre,-1
comera gato por lebre,-1
comerá o pão que o diabo amassou,-1
comera o pão que o diabo amassou,-1
comeram gato por lebre,-1
comeram o pão que o diabo amassou,-1
comêramos gato por lebre,-1
comêramos o pão que o diabo amassou,-1
comerão gato por lebre,-1
comerão o pão que o diabo amassou,-1
comerás gato por lebre,-1
comeras gato por lebre,-1
comerás o pão que o diabo amassou,-1
comeras o pão que o diabo amassou,-1
comerdes gato por lebre,-1
comerdes o pão que o diabo amassou,-1
comerei gato por lebre,-1
comerei o pão que o diabo amassou,-1
comereis gato por lebre,-1
comêreis gato por lebre,-1
comereis o pão que o diabo amassou,-1
comêreis o pão que o diabo amassou,-1
comerem gato por lebre,-1
comerem o pão que o diabo amassou,-1
comeremos gato por lebre,-1
comeremos o pão que o diabo amassou,-1
comeres gato por lebre,-1
comeres o pão que o diabo amassou,-1
comeria gato por lebre,-1
comeria o pão que o diabo amassou,-1
comeriam gato por lebre,-1
comeriam o pão que o diabo amassou,-1
comeríamos gato por lebre,-1
comeríamos o pão que o diabo amassou,-1
comerias gato por lebre,-1
comerias o pão que o diabo amassou,-1
comeríeis gato por lebre,-1
comeríeis o pão que o diabo amassou,-1
comermos gato por lebre,-1
comermos o pão que o diabo amassou,-1
comes gato por lebre,-1
comes o pão que o diabo amassou,-1
comesse gato por lebre,-1
comesse o pão que o diabo amassou,-1
comêsseis gato por lebre,-1
comêsseis o pão que o diabo amassou,-1
comessem gato por lebre,-1
comessem o pão que o diabo amassou,-1
comêssemos gato por lebre,-1
comêssemos o pão que o diabo amassou,-1
comesses gato por lebre,-1
comesses o pão que o diabo amassou,-1
comeste gato por lebre,-1
comeste o pão que o diabo amassou,-1
comestes gato por lebre,-1
comestes o pão que o diabo amassou,-1
comeu gato por lebre,-1
comeu o pão que o diabo amassou,-1
comezinha,0
comezinhas,0
comezinho,0
comezinhos,0
comi gato por lebre,-1
comi o pão que o diabo amassou,-1
comia gato por lebre,-1
comia o pão que o diabo amassou,-1
comiam gato por lebre,-1
comiam o pão que o diabo amassou,-1
comíamos gato por lebre,-1
comíamos o pão que o diabo amassou,-1
comias gato por lebre,-1
comias o pão que o diabo amassou,-1
cómica,0
cómicas,0
comichenta,-1
comichentas,-1
comichento,-1
comichentos,-1
comichosa,-1
comichosas,-1
comichoso,-1
comichosos,-1
cómico,0
cómicos,0
comido gato por lebre,-1
comido o pão que o diabo amassou,-1
comíeis gato por lebre,-1
comíeis o pão que o diabo amassou,-1
comilão,-1
comilões,-1
comilona,-1
comilonas,-1
como gato por lebre,-1
como o pão que o diabo amassou,-1
comodismo,-1
comodista,-1
comodistas,-1
comovente,0
comoventes,0
compactua,-1
compactuá,-1
compactuado,-1
compactuai,-1
compactuais,-1
compactuam,-1
compactuámo,-1
compactuamo,-1
compactuámos,-1
compactuamos,-1
compactuando,-1
compactuar,-1
compactuará,-1
compactuara,-1
compactuaram,-1
compactuáramo,-1
compactuáramos,-1
compactuarão,-1
compactuarás,-1
compactuaras,-1
compactuarde,-1
compactuardes,-1
compactuare,-1
compactuarei,-1
compactuárei,-1
compactuareis,-1
compactuáreis,-1
compactuarem,-1
compactuaremos,-1
compactuares,-1
compactuaria,-1
compactuariam,-1
compactuaríamos,-1
compactuarias,-1
compactuaríeis,-1
compactuarmo,-1
compactuarmos,-1
compactuas,-1
compactuasse,-1
compactuásseis,-1
compactuassem,-1
compactuássemos,-1
compactuasses,-1
compactuaste,-1
compactuastes,-1
compactuava,-1
compactuavam,-1
compactuávamo,-1
compactuávamos,-1
compactuavas,-1
compactuávei,-1
compactuáveis,-1
compactue,-1
compactuei,-1
compactueis,-1
compactuem,-1
compactuemo,-1
compactuemos,-1
compactues,-1
compactuo,-1
compactuou,-1
comparsa,-1
comparsas,-1
compassiva,1
compassivas,1
compassivo,1
compassivos,1
compele,-1
compelem,-1
compeles,-1
compeli,-1
compelia,-1
compeliam,-1
compelíamo,-1
compelíamos,-1
compelias,-1
compelida,-1
compelidas,-1
compelido,-1
compelidos,-1
compelíei,-1
compelíeis,-1
compelimo,-1
compelimos,-1
compelindo,-1
compelir,-1
compelirá,-1
compelira,-1
compeliram,-1
compelíramo,-1
compelíramos,-1
compelirão,-1
compelirás,-1
compeliras,-1
compelirde,-1
compelirdes,-1
compelire,-1
compelirei,-1
compelírei,-1
compelireis,-1
compelíreis,-1
compelirem,-1
compeliremos,-1
compelires,-1
compeliria,-1
compeliriam,-1
compeliríamos,-1
compelirias,-1
compeliríeis,-1
compelirmo,-1
compelirmos,-1
compelis,-1
compelisse,-1
compelísseis,-1
compelissem,-1
compelíssemos,-1
compelisses,-1
compeliste,-1
compelistes,-1
compeliu,-1
compenetrada,0
compenetradas,0
compenetrado,0
compenetrados,0
competência,1
competente,1
competentes,1
competitiva,0
competitivas,0
competitivo,0
competitivos,0
compila,-1
compilais,-1
compilam,-1
compilamo,-1
compilamos,-1
compilas,-1
compilo,-1
compincha,1
compinchas,1
complacência,1
complacente,1
complacentes,1
complexada,-1
complexadas,-1
complexado,-1
complexados,-1
complica a vida a,1
complicada,-1
complicadas,-1
complicado a vida a,1
complicado,-1
complicados,-1
complicai a vida a,1
complicais a vida a,1
complicam a vida a,1
complicámos a vida a,1
complicamos a vida a,1
complicando a vida a,1
complicar a vida a,1
complicará a vida a,1
complicara a vida a,1
complicaram a vida a,1
complicáramos a vida a,1
complicarão a vida a,1
complicarás a vida a,1
complicaras a vida a,1
complicardes a vida a,1
complicarei a vida a,1
complicareis a vida a,1
complicáreis a vida a,1
complicarem a vida a,1
complicaremos a vida a,1
complicares a vida a,1
complicaria a vida a,1
complicariam a vida a,1
complicaríamos a vida a,1
complicarias a vida a,1
complicaríeis a vida a,1
complicarmos a vida a,1
complicas a vida a,1
complicasse a vida a,1
complicásseis a vida a,1
complicassem a vida a,1
complicássemos a vida a,1
complicasses a vida a,1
complicaste a vida a,1
complicastes a vida a,1
complicava a vida a,1
complicavam a vida a,1
complicávamos a vida a,1
complicavas a vida a,1
complicáveis a vida a,1
complico a vida a,1
complicou a vida a,1
complique a vida a,1
compliquei a vida a,1
compliqueis a vida a,1
compliquem a vida a,1
compliquemos a vida a,1
compliques a vida a,1
composta,1
compostas,1
composto,1
compostos,1
compra gato por lebre,-1
comprada,-1
compradas,-1
comprado gato por lebre,-1
comprado,-1
comprados,-1
comprai gato por lebre,-1
comprais gato por lebre,-1
compram gato por lebre,-1
comprámos gato por lebre,-1
